img_id,category,question,answer,mode,label,answer_type
synpic38073,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic51392,plane,what plane was used in this mri,axial,train,0,OPEN
synpic13033,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic47594,plane,which plane is the image taken,axial,train,0,OPEN
synpic35180,plane,what imaging plane is depicted here,axial,val,0,OPEN
synpic36419,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic51636,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic22762,plane,what is the plane of the image,axial,train,0,OPEN
synpic33840,plane,what plane is this ct scan in,axial,train,0,OPEN
synpic53971,plane,in what plane is this image taken,axial,train,0,OPEN
synpic58470,plane,in which plane is the mri displayed,axial,train,0,OPEN
synpic15723,plane,what is the plane of the image,axial,train,0,OPEN
synpic54130,plane,in what plane is this ct scan taken,axial,test,0,OPEN
synpic59003,plane,in what plane is this image taken,axial,train,0,OPEN
synpic18723,plane,what plane is demonstrated,axial,train,0,OPEN
synpic28744,plane,what plane is this film,axial,train,0,OPEN
synpic49026,plane,in what plane was this image taken,axial,train,0,OPEN
synpic40640,plane,what is the plane of this mri,axial,train,0,OPEN
synpic59086,plane,in what plane is this mri captured,axial,train,0,OPEN
synpic28559,plane,which plane is this image in,axial,train,0,OPEN
synpic18041,plane,in what plane is this image taken,axial,train,0,OPEN
synpic45196,plane,what plane is this,axial,val,0,OPEN
synpic31514,plane,which plane is the image taken,axial,train,0,OPEN
synpic40816,plane,what plane was used,axial,train,0,OPEN
synpic25090,plane,in what plane is this image oriented,axial,val,0,OPEN
synpic22557,plane,what plane is this,axial,train,0,OPEN
synpic42581,plane,what is the plane of the image,axial,train,0,OPEN
synpic17769,plane,what imaging plane is depicted here,axial,test,0,OPEN
synpic26478,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic55208,plane,what is the plane,axial,train,0,OPEN
synpic48079,plane,what plane is this film,axial,test,0,OPEN
synpic48284,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic29916,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic47258,plane,what is the plane of the image,axial,train,0,OPEN
synpic20631,plane,what plane is seen,axial,train,0,OPEN
synpic45586,plane,which plane is the image shown in,axial,train,0,OPEN
synpic56832,plane,in what plane is this mri captured,axial,train,0,OPEN
synpic54068,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic44990,plane,in which plane is the mri displayed,axial,val,0,OPEN
synpic45691,plane,what is the plane of this ct scan,axial,train,0,OPEN
synpic57067,plane,in what plane was this image taken,axial,train,0,OPEN
synpic35092,plane,in what plane is this image taken,axial,train,0,OPEN
synpic16198,plane,what is the plane of this ct scan,axial,train,0,OPEN
synpic19981,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic17328,plane,what is the plane of this mri,axial,train,0,OPEN
synpic17419,plane,in which plane is the ct scan displayed,axial,val,0,OPEN
synpic49799,plane,what is the plane,axial,test,0,OPEN
synpic38836,plane,in what plane is this image taken,axial,test,0,OPEN
synpic51968,plane,in what plane is this image taken,axial,train,0,OPEN
synpic15878,plane,in what plane is this mri,axial,train,0,OPEN
synpic35712,plane,in what plane is this mri taken,axial,train,0,OPEN
synpic28719,plane,what plane was used,axial,train,0,OPEN
synpic50871,plane,in what plane was this image taken,axial,train,0,OPEN
synpic17931,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic53419,plane,what plane is this mri in,axial,train,0,OPEN
synpic43936,plane,what plane was used in this ct scan,axial,test,0,OPEN
synpic25493,plane,which plane is the image taken,axial,train,0,OPEN
synpic55555,plane,what plane is demonstrated,axial,train,0,OPEN
synpic51610,plane,what is the plane of this ct scan,axial,train,0,OPEN
synpic19651,plane,which plane is this mri taken in,axial,val,0,OPEN
synpic59005,plane,in what plane is this image oriented,axial,val,0,OPEN
synpic33284,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic29463,plane,what is the plane,axial,val,0,OPEN
synpic55000,plane,what is the plane of this mri,axial,train,0,OPEN
synpic48298,plane,which plane is the image taken,axial,train,0,OPEN
synpic39299,plane,what is the plane,axial,train,0,OPEN
synpic33371,plane,what is the plane,axial,train,0,OPEN
synpic56430,plane,in which plane is the mri displayed,axial,train,0,OPEN
synpic60622,plane,what image plane is this,axial,train,0,OPEN
synpic28156,plane,in what plane is this image taken,axial,train,0,OPEN
synpic59563,plane,in what plane is this mri,axial,train,0,OPEN
synpic26225,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic59061,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic45735,plane,what plane was used in this mri,axial,train,0,OPEN
synpic38560,plane,what is the plane of this mri,axial,train,0,OPEN
synpic47672,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic51217,plane,which plane is this image in,axial,train,0,OPEN
synpic24879,plane,in what plane is this image taken,axial,val,0,OPEN
synpic24148,plane,what plane is this ct scan in,axial,train,0,OPEN
synpic15437,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic16206,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic40375,plane,in what plane is this image taken,axial,train,0,OPEN
synpic52090,plane,in what plane is this mri taken,axial,train,0,OPEN
synpic23349,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic45706,plane,what is the plane of this mri,axial,train,0,OPEN
synpic43447,plane,in what plane was this image taken,axial,val,0,OPEN
synpic46182,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic48578,plane,what plane is this,axial,train,0,OPEN
synpic40722,plane,what is the plane of the mri,axial,train,0,OPEN
synpic10769,plane,what is the plane of the image,axial,train,0,OPEN
synpic40048,plane,what plane was used,axial,train,0,OPEN
synpic27231,plane,in what plane is this image taken,axial,train,0,OPEN
synpic59158,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic54866,plane,what plane was used,axial,train,0,OPEN
synpic48717,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic43797,plane,what is the plane of the image,axial,train,0,OPEN
synpic42307,plane,in which plane is the mri displayed,axial,train,0,OPEN
synpic54565,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic37652,plane,what plane is this mri in,axial,train,0,OPEN
synpic16073,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic47877,plane,what plane is this mri in,axial,val,0,OPEN
synpic51544,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic41926,plane,in what plane is this image taken,axial,train,0,OPEN
synpic31890,plane,what is the plane of the image,axial,train,0,OPEN
synpic36990,plane,in what plane is this image taken,axial,train,0,OPEN
synpic20551,plane,what plane was used,axial,train,0,OPEN
synpic33358,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic28967,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic36106,plane,in what plane is this mri,axial,train,0,OPEN
synpic39658,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic24923,plane,in what plane is this image taken,axial,train,0,OPEN
synpic57204,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic36936,plane,in what plane is this mri,axial,train,0,OPEN
synpic30877,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic19555,plane,what is the plane of the image,axial,train,0,OPEN
synpic40279,plane,in what plane was this image taken,axial,train,0,OPEN
synpic31235,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic19264,plane,which plane is this image taken,axial,train,0,OPEN
synpic21633,plane,what image plane is this,axial,train,0,OPEN
synpic28837,plane,in what plane is this image taken,axial,val,0,OPEN
synpic50742,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic60826,plane,what plane is seen,axial,train,0,OPEN
synpic20157,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic49129,plane,what plane is seen,axial,val,0,OPEN
synpic29645,plane,in what plane is this image oriented,axial,val,0,OPEN
synpic45913,plane,what plane is demonstrated,axial,train,0,OPEN
synpic57302,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic36217,plane,what plane is the image acquired in,axial,test,0,OPEN
synpic31688,plane,which plane is this image taken,axial,train,0,OPEN
synpic61222,plane,what plane was used,axial,train,0,OPEN
synpic16199,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic26930,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic33373,plane,what is the plane,axial,train,0,OPEN
synpic16081,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic58495,plane,in which plane is the mri displayed,axial,val,0,OPEN
synpic20729,plane,in which plane is the ct scan displayed,axial,val,0,OPEN
synpic56340,plane,which plane is the image taken,axial,train,0,OPEN
synpic50580,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic59470,plane,what is the plane of this mri,axial,train,0,OPEN
synpic56581,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic10739,plane,in what plane was this image taken,axial,train,0,OPEN
synpic41102,plane,what is the plane,axial,test,0,OPEN
synpic38730,plane,which plane is this ct scan taken in,axial,train,0,OPEN
synpic47420,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic55498,plane,what plane is this film,axial,train,0,OPEN
synpic51077,plane,what plane is seen,axial,train,0,OPEN
synpic48504,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic45246,plane,in which plane is the ct scan displayed,axial,val,0,OPEN
synpic60250,plane,in what plane is this mri,axial,val,0,OPEN
synpic30862,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic35705,plane,in what plane was this image taken,axial,train,0,OPEN
synpic36689,plane,what is the plane of the image,axial,train,0,OPEN
synpic40860,plane,what plane is this film,axial,train,0,OPEN
synpic53167,plane,which plane is this image taken,axial,train,0,OPEN
synpic41007,plane,in which plane is the mri displayed,axial,train,0,OPEN
synpic56316,plane,what is the plane of the image,axial,train,0,OPEN
synpic13140,plane,which plane is this image taken,axial,train,0,OPEN
synpic53526,plane,what plane is this film,axial,train,0,OPEN
synpic49546,plane,what plane is this film,axial,train,0,OPEN
synpic53160,plane,which plane is the image taken,axial,train,0,OPEN
synpic54605,plane,what plane is this film,axial,train,0,OPEN
synpic33629,plane,in what plane is this mri captured,axial,val,0,OPEN
synpic40096,plane,in what plane is this image taken,axial,train,0,OPEN
synpic29835,plane,which plane is this ct scan taken in,axial,train,0,OPEN
synpic56112,plane,in what plane is this mri captured,axial,train,0,OPEN
synpic32364,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic30369,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic45827,plane,what plane was used in this mri,axial,val,0,OPEN
synpic19434,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic36938,plane,in what plane is this mri taken,axial,train,0,OPEN
synpic57896,plane,which plane is this image taken,axial,train,0,OPEN
synpic31716,plane,which plane is the image shown in,axial,train,0,OPEN
synpic56034,plane,what plane is this mri in,axial,train,0,OPEN
synpic21715,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic16874,plane,which plane is this ct scan taken in,axial,train,0,OPEN
synpic30202,plane,what plane is demonstrated,axial,train,0,OPEN
synpic35133,plane,which plane is this image taken,axial,train,0,OPEN
synpic28995,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic22389,plane,in what plane was this image taken,axial,train,0,OPEN
synpic44432,plane,what image plane is this,axial,train,0,OPEN
synpic36880,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic25021,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic56573,plane,what plane is this film,axial,train,0,OPEN
synpic50898,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic29818,plane,what plane is seen,axial,train,0,OPEN
synpic43679,plane,which plane is this image taken,axial,train,0,OPEN
synpic23560,plane,in what plane is this ct scan,axial,val,0,OPEN
synpic26818,plane,which plane is the image taken,axial,train,0,OPEN
synpic38795,plane,which plane is the image shown in,axial,val,0,OPEN
synpic48361,plane,in what plane was this image taken,axial,train,0,OPEN
synpic28477,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic59550,plane,what is the plane,axial,train,0,OPEN
synpic42019,plane,what is the plane of the image,axial,train,0,OPEN
synpic27377,plane,what plane was used,axial,train,0,OPEN
synpic53811,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic44440,plane,what plane is seen,axial,train,0,OPEN
synpic50792,plane,what plane is seen,axial,train,0,OPEN
synpic45717,plane,what plane is this film,axial,train,0,OPEN
synpic25518,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic47867,plane,what plane is this,axial,train,0,OPEN
synpic24444,plane,what plane is seen,axial,train,0,OPEN
synpic15996,plane,which plane is the image taken,axial,train,0,OPEN
synpic48506,plane,what plane is this,axial,train,0,OPEN
synpic33288,plane,which plane is the image taken,axial,train,0,OPEN
synpic23916,plane,in what plane is this ct scan,axial,test,0,OPEN
synpic53626,plane,what plane is seen,axial,train,0,OPEN
synpic57639,plane,what is the plane of the mri,axial,train,0,OPEN
synpic39853,plane,what image plane is this,axial,val,0,OPEN
synpic38487,plane,what plane was used,axial,train,0,OPEN
synpic61227,plane,in what plane is this image taken,axial,train,0,OPEN
synpic40742,plane,what plane is this film,axial,train,0,OPEN
synpic42156,plane,what plane was used in this ct scan,axial,test,0,OPEN
synpic59430,plane,which plane is this image in,axial,train,0,OPEN
synpic45714,plane,in what plane is this mri,axial,train,0,OPEN
synpic50963,plane,in which plane is the mri displayed,axial,train,0,OPEN
synpic57196,plane,what plane is seen,axial,train,0,OPEN
synpic47683,plane,what is the plane of this ct scan,axial,val,0,OPEN
synpic25988,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic35168,plane,what plane was used,axial,train,0,OPEN
synpic44936,plane,which plane is this mri taken in,axial,train,0,OPEN
synpic39641,plane,in what plane was this image taken,axial,val,0,OPEN
synpic36431,plane,which plane is the image taken,axial,train,0,OPEN
synpic39463,plane,in what plane is this mri taken,axial,val,0,OPEN
synpic25865,plane,what is the plane,axial,train,0,OPEN
synpic60374,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic30981,plane,what plane is demonstrated,axial,train,0,OPEN
synpic17481,plane,in what plane is this image taken,axial,train,0,OPEN
synpic51350,plane,what plane is seen,axial,train,0,OPEN
synpic26463,plane,what plane is demonstrated,axial,train,0,OPEN
synpic37250,plane,what plane is the image acquired in,axial,test,0,OPEN
synpic31104,plane,what imaging plane is depicted here,axial,val,0,OPEN
synpic55583,plane,what plane is demonstrated,axial,train,0,OPEN
synpic32604,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic32909,plane,what is the plane of the ct scan,axial,val,0,OPEN
synpic33517,plane,what is the plane of the image,axial,train,0,OPEN
synpic35961,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic49352,plane,what is the plane,axial,val,0,OPEN
synpic59348,plane,what plane is this ct scan in,axial,train,0,OPEN
synpic41421,plane,what plane was used,axial,train,0,OPEN
synpic40413,plane,in what plane is this image taken,axial,train,0,OPEN
synpic28146,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic39974,plane,what plane was used,axial,train,0,OPEN
synpic49995,plane,which plane is this image in,axial,train,0,OPEN
synpic46969,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic35242,plane,in what plane is this image taken,axial,train,0,OPEN
synpic26884,plane,which plane is this image in,axial,train,0,OPEN
synpic29147,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic43767,plane,in what plane is this ct scan,axial,val,0,OPEN
synpic57004,plane,in what plane is this mri,axial,train,0,OPEN
synpic47855,plane,what is the plane of the image,axial,val,0,OPEN
synpic33843,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic58323,plane,in what plane is this mri captured,axial,test,0,OPEN
synpic33725,plane,what plane is seen,axial,train,0,OPEN
synpic58469,plane,what image plane is this,axial,train,0,OPEN
synpic43435,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic55149,plane,which plane is this image in,axial,train,0,OPEN
synpic24341,plane,which plane is this ct scan taken in,axial,train,0,OPEN
synpic24454,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic56988,plane,what image plane is this,axial,train,0,OPEN
synpic51612,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic36374,plane,what plane was used,axial,test,0,OPEN
synpic59343,plane,what plane was used,axial,train,0,OPEN
synpic34863,plane,what is the plane of the mri,axial,train,0,OPEN
synpic27037,plane,what is the plane of the image,axial,train,0,OPEN
synpic31445,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic23927,plane,what plane was used,axial,train,0,OPEN
synpic38372,plane,in what plane is this ct scan,axial,test,0,OPEN
synpic25301,plane,what is the plane of this ct scan,axial,train,0,OPEN
synpic59403,plane,in what plane was this image taken,axial,train,0,OPEN
synpic23157,plane,in what plane was this image taken,axial,val,0,OPEN
synpic19890,plane,in what plane is this image taken,axial,train,0,OPEN
synpic46834,plane,what plane is this film,axial,train,0,OPEN
synpic46701,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic33747,plane,in what plane is this image taken,axial,train,0,OPEN
synpic37093,plane,what is the plane of the image,axial,train,0,OPEN
synpic58981,plane,in what plane is this mri captured,axial,train,0,OPEN
synpic42172,plane,what imaging plane is depicted here,axial,train,0,OPEN
synpic52162,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic36375,plane,what is the plane,axial,train,0,OPEN
synpic41932,plane,what is the plane of this ct scan,axial,test,0,OPEN
synpic54048,plane,what image plane is this,axial,train,0,OPEN
synpic45577,plane,what plane is this,axial,val,0,OPEN
synpic58842,plane,which plane is the image taken,axial,train,0,OPEN
synpic20391,plane,what plane is this film,axial,train,0,OPEN
synpic40992,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic16423,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic19835,plane,what plane is demonstrated,axial,train,0,OPEN
synpic26332,plane,what image plane is this,axial,val,0,OPEN
synpic39243,plane,in what plane is this mri captured,axial,train,0,OPEN
synpic26737,plane,what image plane is this,axial,train,0,OPEN
synpic54675,plane,in what plane is this mri captured,axial,val,0,OPEN
synpic51490,plane,which plane is this ct scan taken in,axial,val,0,OPEN
synpic27649,plane,which plane is this image in,axial,train,0,OPEN
synpic25454,plane,what plane is this ct scan in,axial,train,0,OPEN
synpic50342,plane,in what plane is this image taken,axial,train,0,OPEN
synpic17486,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic52545,plane,what plane is demonstrated,axial,train,0,OPEN
synpic18218,plane,in what plane is this mri captured,axial,train,0,OPEN
synpic51075,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic24633,plane,what is the plane of the image,axial,train,0,OPEN
synpic40986,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic41613,plane,what plane is this,axial,val,0,OPEN
synpic27153,plane,what plane is demonstrated,axial,train,0,OPEN
synpic23640,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic23816,plane,what is the plane of the ct scan,axial,train,0,OPEN
synpic18877,plane,in what plane is this ct scan captured,axial,train,0,OPEN
synpic38141,plane,what plane is this,axial,train,0,OPEN
synpic27049,plane,in what plane is this mri,axial,train,0,OPEN
synpic56387,plane,what is the plane of this mri,axial,train,0,OPEN
synpic58018,plane,in what plane is this image taken,axial,train,0,OPEN
synpic17508,plane,which plane is the image taken,axial,train,0,OPEN
synpic37733,plane,what plane is this,axial,train,0,OPEN
synpic33126,plane,in what plane is this ultrasound,axial,train,0,OPEN
synpic40781,plane,which plane is this ct scan taken in,axial,train,0,OPEN
synpic30246,plane,what plane was used in this ct scan,axial,train,0,OPEN
synpic30387,plane,what plane was used,axial,train,0,OPEN
synpic27629,plane,in what plane is this mri taken,axial,train,0,OPEN
synpic27086,plane,what is the plane of the image,axial,train,0,OPEN
synpic57173,plane,in what plane is this image taken,axial,train,0,OPEN
synpic27331,plane,what plane was used,axial,train,0,OPEN
synpic43015,plane,in what plane is this image taken,axial,train,0,OPEN
synpic45045,plane,which plane is this ct scan taken in,axial,train,0,OPEN
synpic30684,plane,which plane is this mri taken in,axial,train,0,OPEN
synpic59889,plane,what is the plane,axial,train,0,OPEN
synpic40382,plane,in what plane is this image taken,axial,train,0,OPEN
synpic26575,plane,what is the plane of the mri,axial,train,0,OPEN
synpic48021,plane,in what plane is this image taken,axial,val,0,OPEN
synpic40521,plane,what plane is this,axial,train,0,OPEN
synpic48065,plane,in what plane was this image taken,axial,val,0,OPEN
synpic53207,plane,which plane is this image in,axial,train,0,OPEN
synpic55688,plane,what plane is this,axial,train,0,OPEN
synpic41041,plane,in which plane is the mri displayed,axial,train,0,OPEN
synpic21857,plane,which plane is this image in,axial,train,0,OPEN
synpic40671,plane,in what plane was this image taken,axial,train,0,OPEN
synpic29456,plane,which plane is the image shown in,axial,train,0,OPEN
synpic36162,plane,what is the plane of the image,axial,train,0,OPEN
synpic47700,plane,what plane is this ct scan in,axial,train,0,OPEN
synpic13026,plane,what plane is this,axial,train,0,OPEN
synpic18437,plane,what image plane is this,axial,train,0,OPEN
synpic58719,plane,what plane was used,axial,train,0,OPEN
synpic40855,plane,which plane is the image shown in,axial,train,0,OPEN
synpic35309,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic22257,plane,in what plane is this image taken,axial,train,0,OPEN
synpic34145,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic17623,plane,in what plane is this ct scan taken,axial,train,0,OPEN
synpic33272,plane,in which plane is the ct scan displayed,axial,train,0,OPEN
synpic52280,plane,what plane is the image acquired in,axial,train,0,OPEN
synpic54736,plane,in which plane is the ct scan displayed,axial,test,0,OPEN
synpic17204,plane,what plane is demonstrated,axial,train,0,OPEN
synpic28377,plane,in what plane is this ct scan,axial,train,0,OPEN
synpic21352,plane,in what plane is this image oriented,axial,train,0,OPEN
synpic45150,plane,in what plane is this image taken,axial,val,0,OPEN
synpic31184,plane,in what plane is this image taken,axial,val,0,OPEN
synpic28305,plane,what is the plane of this ct scan,axial,train,0,OPEN
synpic19826,plane,what is the plane of this ct scan,axial,train,0,OPEN
synpic52252,plane,what plane is demonstrated,axial,train,0,OPEN
synpic45316,plane,what is the plane,axial,train,0,OPEN
synpic44473,plane,which plane is this image taken,axial,train,0,OPEN
synpic40793,plane,which plane is this image in,axial,train,0,OPEN
synpic37607,plane,which plane is the image shown in,axial,train,0,OPEN
