img_id,category,question,answer,mode,label,answer_type
synpic47538,abnormality,what is abnormal in the ct scan,adrenal myelolipoma,train,36,OPEN
synpic45740,abnormality,what is the primary abnormality in this image,renal angiomyolipoma,train,37,OPEN
synpic21427,abnormality,what is abnormal in the mammograph,infiltrating ductal carcinoma,train,38,OPEN
synpic22081,abnormality,what abnormality is seen in the image,achondroplasia,train,39,OPEN
synpic58842,abnormality,what is abnormal in the ct scan,acute dural venous sinus thrombosis dvst secondary temporal lobe venous hemorrhagic infarction,train,40,OPEN
synpic38409,abnormality,what is the primary abnormality in this image,right sided aortic arch with aberrant left subclavian artery,train,41,OPEN
synpic36205,abnormality,what is the primary abnormality in this image,odontogenic keratocyst of the mandible,train,42,OPEN
synpic24510,abnormality,what abnormality is seen in the image,osteopenia osteoporosis,train,43,OPEN
synpic46206,abnormality,what is the primary abnormality in this image,non-hodgkin's lymphoma - b-cell lymphoma,train,44,OPEN
synpic26884,abnormality,what abnormality is seen in the image,lemierre's syndrome,train,45,OPEN
synpic59324,abnormality,what abnormality is seen in the image,fat embolism,train,46,OPEN
synpic57262,abnormality,what is most alarming about this ct scan,skull fracture from cell phone,train,47,OPEN
synpic28983,abnormality,what is abnormal in the ct scan,abpa allergic bronchopulmonary aspergillosis,train,48,OPEN
synpic24141,abnormality,what abnormality is seen in the image,importance of recognizing vascular anatomy in chemoembolization,train,49,OPEN
synpic48293,abnormality,what is most alarming about this ct scan,benign orbital calcifications,train,50,OPEN
synpic41684,abnormality,what abnormality is seen in the image,atypical teratoid/rhabdoid tumor,train,51,OPEN
synpic36984,abnormality,what is most alarming about this mri,dural sinus thrombosis,train,52,OPEN
synpic16795,abnormality,what is most alarming about this nuclear medicine image,subacute painless thyroiditis with transient hyperthyroidism,train,53,OPEN
synpic48977,abnormality,what is the primary abnormality in this image,arachnoid cyst with extension through third ventricle into lateral ventricle,train,54,OPEN
synpic60337,abnormality,what is most alarming about this ct scan,wilms tumor stage iv,train,55,OPEN
synpic58921,abnormality,what is most alarming about this mri,arachnoid cyst associated spontaneous subdural hematoma,train,56,OPEN
synpic60196,abnormality,what is most alarming about this mri,dermoid cyst,train,57,OPEN
synpic51217,abnormality,what is abnormal in the mri,brain abscess central nervous system,train,58,OPEN
synpic30823,abnormality,what abnormality is seen in the image,adrenal adenoma,train,59,OPEN
synpic49520,abnormality,what is most alarming about this mri,neurofibromatosis type 1 with hypothalmic and chiasmatic glioma,train,60,OPEN
synpic45585,abnormality,what abnormality is seen in the image,astrocytoma grading and subtypes,train,61,OPEN
synpic45427,abnormality,what is the primary abnormality in this image,nasopharyngeal carcinoma,train,62,OPEN
synpic43558,abnormality,what is abnormal in the ct scan,acute appendicitis,train,63,OPEN
synpic56917,abnormality,what is most alarming about this x-ray,congenital pseudoarthrosis of the clavicle,train,64,OPEN
synpic19078,abnormality,what is abnormal in the mri,ependymoma,train,65,OPEN
synpic43538,abnormality,what is abnormal in the ct scan,pericardial effusion following open heart surgery,train,66,OPEN
synpic30698,abnormality,what is abnormal in the ct scan,glioblastoma multiforme,train,67,OPEN
synpic18156,abnormality,what abnormality is seen in the image,gray matter heterotopia focal type,train,68,OPEN
synpic59842,abnormality,what abnormality is seen in the image,orbital retrobulbar dermoid cyst,train,69,OPEN
synpic36953,abnormality,what is most alarming about this mri,cerebral infarction,train,70,OPEN
synpic55500,abnormality,what abnormality is seen in the image,otosclerosis,train,71,OPEN
synpic52980,abnormality,what is the primary abnormality in this image,osteoid osteoma,train,72,OPEN
synpic49060,abnormality,what is the primary abnormality in this image,craniopharyngioma,train,73,OPEN
synpic51873,abnormality,what is most alarming about this x-ray,squamous cell lung cancer,train,74,OPEN
synpic27214,abnormality,what is the primary abnormality in this image,colon cancer,train,75,OPEN
synpic48148,abnormality,what is most alarming about this ct scan,portal venous thrombosis,train,76,OPEN
synpic41269,abnormality,what abnormality is seen in the image,plantaris tendon tear,train,77,OPEN
synpic31686,abnormality,what is the primary abnormality in this image,diverticulitis,train,32,OPEN
synpic33358,abnormality,what is abnormal in the ct scan,patients a and b acute retroperitoneal hematoma,train,78,OPEN
synpic27731,abnormality,what is the primary abnormality in this image,gastroschisis,train,79,OPEN
synpic30202,abnormality,what is abnormal in the ct scan,crohn's disease,train,80,OPEN
synpic22257,abnormality,what abnormality is seen in the image,choroid plexus cyst,train,81,OPEN
synpic54969,abnormality,what is the primary abnormality in this image,guillain-barre syndrome,train,82,OPEN
synpic27999,abnormality,what is abnormal in the ct scan,liver hemangioma,train,83,OPEN
synpic3098,abnormality,what is the primary abnormality in this image,spontaneous thoracic esophageal perforation boerhaave's syndrome,train,84,OPEN
synpic43931,abnormality,what abnormality is seen in the image,azygous lobe,train,85,OPEN
synpic45335,abnormality,what is abnormal in the mri,cerebral venous thrombosis,train,86,OPEN
synpic42174,abnormality,what is abnormal in the x-ray,epiploic appendigitis .,train,87,OPEN
synpic53115,abnormality,what is abnormal in the ct scan,epidermoid brain tumor epidermoid inclusion cyst,train,88,OPEN
synpic37644,abnormality,what is abnormal in the mri,meningioma multiple,train,89,OPEN
synpic25493,abnormality,what abnormality is seen in the image,sporadic burkitt's lymphoma diffuse small noncleaved cell lymphoma,train,90,OPEN
synpic42206,abnormality,what abnormality is seen in the image,ruptured aortic aneurysm,train,91,OPEN
synpic30701,abnormality,what is the primary abnormality in this image,glioblastoma multiforme,train,67,OPEN
synpic34141,abnormality,what abnormality is seen in the image,umbilical venous catheter,train,92,OPEN
synpic52252,abnormality,what is the primary abnormality in this image,spongioform encephalopathy presumed variant creutzfeldt-jakob disease,train,93,OPEN
synpic27629,abnormality,what is the primary abnormality in this image,pheochromocytoma bilateral,train,94,OPEN
synpic53328,abnormality,what is abnormal in the ct scan,hodgkin's lymphoma,train,95,OPEN
synpic31721,abnormality,what is most alarming about this ct scan,azygous lobe,train,85,OPEN
synpic59388,abnormality,what is abnormal in the mri,anaplastic ependymoma,train,96,OPEN
synpic23816,abnormality,what is most alarming about this ct scan,nodular sclerosing hodgkin’s lymphoma,train,97,OPEN
synpic40525,abnormality,what is the primary abnormality in this image,autosomal recessive polycystic kidney disease,train,98,OPEN
synpic56483,abnormality,what abnormality is seen in the image,craniosynostosis scaphocephaly,train,99,OPEN
synpic53425,abnormality,what is most alarming about this ultrasound,ovarian hernia,train,100,OPEN
synpic20385,abnormality,what is abnormal in the ct scan,lung adenocarcinoma and cns metastasis,train,101,OPEN
synpic25253,abnormality,what is most alarming about this ultrasound,hydrocephalus secondary to intraventricular hemorrhage . periventricular leukomalacia,train,102,OPEN
synpic56581,abnormality,what is most alarming about this ct scan,imaging in traumatic brain injury,train,30,OPEN
synpic54829,abnormality,what is abnormal in the ct scan,femoroacetabular impingement fai,train,103,OPEN
synpic55507,abnormality,what is abnormal in the ct scan,otosclerosis,train,71,OPEN
synpic40520,abnormality,what abnormality is seen in the image,hepatic congestion secondary to congestive heart failure,train,104,OPEN
synpic48531,abnormality,what is most alarming about this mri,acute disseminated encephalomyelitis adem,train,105,OPEN
synpic59332,abnormality,what abnormality is seen in the image,paranasal sinus mucocele,train,106,OPEN
synpic42195,abnormality,what is the primary abnormality in this image,achilles’-tendon xanthoma in familial hypercholesterolemia,train,107,OPEN
synpic56012,abnormality,what is most alarming about this mri,metastatic bronchogenic carcinoma,train,108,OPEN
synpic54815,abnormality,what is the primary abnormality in this image,moya-moya,train,109,OPEN
synpic50047,abnormality,what is most alarming about this mri,epidural spinal hematoma,train,110,OPEN
synpic17147,abnormality,what is abnormal in the ct scan,pulmonary embolism,train,111,OPEN
synpic38560,abnormality,what is most alarming about this mri,neurocytoma central neurocytoma,train,112,OPEN
synpic40860,abnormality,what is the primary abnormality in this image,glioblastoma multiforme,train,67,OPEN
synpic33981,abnormality,what abnormality is seen in the image,psoriatic arthritis,train,113,OPEN
synpic34863,abnormality,what is abnormal in the mri,paradoxic embolization patent foramen ovale cerebral infarction,train,114,OPEN
synpic19176,abnormality,what is abnormal in the mri,quadriceps tendon rupture,train,115,OPEN
synpic49440,abnormality,what abnormality is seen in the image,twinkle artifact,train,116,OPEN
synpic26751,abnormality,what abnormality is seen in the image,bilateral cavernous sinus metastatic lymphoma,train,117,OPEN
synpic53801,abnormality,what abnormality is seen in the image,scimitar syndrome in infant,train,118,OPEN
synpic46205,abnormality,what is the primary abnormality in this image,non-hodgkin's lymphoma - b-cell lymphoma,train,44,OPEN
synpic59158,abnormality,what is most alarming about this mri,vestibular schwannoma,train,119,OPEN
synpic17734,abnormality,what is most alarming about this ct scan,mature cystic teratoma,train,11,OPEN
synpic21681,abnormality,what is the primary abnormality in this image,morton's neuroma,train,120,OPEN
synpic24684,abnormality,what is most alarming about this ultrasound,emphysematous cholecystitis,train,121,OPEN
synpic28603,abnormality,what is most alarming about this x-ray,pulmonary arteriovenous malformation,train,122,OPEN
synpic18635,abnormality,what is abnormal in the ct scan,hepatoblastoma,train,123,OPEN
synpic27944,abnormality,what is most alarming about this x-ray,congenital carpal fusion,train,124,OPEN
synpic57969,abnormality,does this image look normal,no,train,125,CLOSED
synpic47786,abnormality,what abnormality is seen in the image,burkitt's lymphoma,train,126,OPEN
synpic52603,abnormality,what is abnormal in the x-ray,ankylosing spondylitis,train,15,OPEN
synpic34133,abnormality,what is the primary abnormality in this image,tuberous sclerosis bourneville disease,train,127,OPEN
synpic27086,abnormality,what is the primary abnormality in this image,ovarian vein thrombosis,train,128,OPEN
synpic39478,abnormality,what abnormality is seen in the image,epidermoid tumor,train,8,OPEN
synpic38596,abnormality,what is the primary abnormality in this image,pulmonary embolism,train,111,OPEN
synpic32301,abnormality,what is the primary abnormality in this image,superficial siderosis of the cns meninges,train,129,OPEN
synpic15995,abnormality,what is abnormal in the ct scan,subcapsular hematoma of liver,train,130,OPEN
synpic33956,abnormality,what abnormality is seen in the image,craniosynostosis coronal suture,train,131,OPEN
synpic23085,abnormality,what abnormality is seen in the image,acromioclavicular joint separation grade iii,train,132,OPEN
synpic54419,abnormality,what abnormality is seen in the image,spinal dural arteriovenous fistula,train,133,OPEN
synpic27128,abnormality,what is most alarming about this ct scan,tuberous sclerosis complex tsc,train,134,OPEN
synpic19554,abnormality,what is most alarming about this ct scan,gastrointestinal stromal tumor gist,train,135,OPEN
synpic35818,abnormality,what is most alarming about this mri,aminoaciduria,train,136,OPEN
synpic56034,abnormality,what abnormality is seen in the image,meningioma,train,137,OPEN
synpic33120,abnormality,what is most alarming about this mri,osteomyelitis,train,138,OPEN
synpic50792,abnormality,what is most alarming about this mri,schwannoma,train,139,OPEN
synpic57298,abnormality,what is abnormal in the ct scan,anaplastic astrocytoma grade iii grade 3,train,140,OPEN
synpic47030,abnormality,what is the primary abnormality in this image,nonossifying fibroma,train,141,OPEN
synpic55619,abnormality,what is the primary abnormality in this image,lemierre’s syndrome,train,142,OPEN
synpic40008,abnormality,what is the primary abnormality in this image,acute appendicitis,train,63,OPEN
synpic17654,abnormality,what is the primary abnormality in this image,spondyloepiphyseal dysplasia tarda,train,143,OPEN
synpic56844,abnormality,what abnormality is seen in the image,shingles varicella zoster chicken pox,train,144,OPEN
synpic43708,abnormality,what is abnormal in the mri,hypothalamic glioma,train,145,OPEN
synpic35615,abnormality,what abnormality is seen in the image,tuberous sclerosis,train,146,OPEN
synpic43651,abnormality,what is abnormal in the angiogram,angiomyolipoma,train,147,OPEN
synpic33179,abnormality,what is most alarming about this ct scan,hepatic abscess,train,148,OPEN
synpic31741,abnormality,what is most alarming about this x-ray,rickets,train,149,OPEN
synpic25275,abnormality,what abnormality is seen in the image,cryptococcus cryptococcoma,train,150,OPEN
synpic18627,abnormality,what is abnormal in the ct scan,hepatoblastoma,train,123,OPEN
synpic45446,abnormality,what abnormality is seen in the image,celiac abdominal aorta common iliac aneurysms,train,151,OPEN
synpic44470,abnormality,what is most alarming about this mri,acute myelogenous leukemia aml,train,152,OPEN
synpic35745,abnormality,what is abnormal in the mri,leptomeningeal sarcoid,train,153,OPEN
synpic51075,abnormality,what abnormality is seen in the image,adult medulloblastoma,train,154,OPEN
synpic40723,abnormality,what is most alarming about this mri,neurosarcoid cns sarcoid,train,155,OPEN
synpic50024,abnormality,what is abnormal in the ct scan,colloid cyst mr and ct characteristics,train,156,OPEN
synpic41562,abnormality,what abnormality is seen in the image,spontaneous pneumomediastinum,train,157,OPEN
synpic59563,abnormality,what is the primary abnormality in this image,schwannoma,train,139,OPEN
synpic51954,abnormality,what abnormality is seen in the image,traumatic carotid-cavernous fistula,train,158,OPEN
synpic23032,abnormality,what abnormality is seen in the image,sheehan's syndrome,train,159,OPEN
synpic52370,abnormality,what abnormality is seen in the image,cerebral aneurysm,train,160,OPEN
synpic48181,abnormality,what is abnormal in the angiogram,median arcuate ligament syndrome,train,161,OPEN
synpic53966,abnormality,what abnormality is seen in the image,abscess pyogenic,train,162,OPEN
synpic61222,abnormality,what is abnormal in the ct scan,langerhan cell histiocytosis,train,163,OPEN
synpic16937,abnormality,what is most alarming about this ct scan,coarctation of the aorta,train,164,OPEN
synpic20416,abnormality,what is the primary abnormality in this image,pericardial effusion with tamponade,train,165,OPEN
synpic28745,abnormality,what abnormality is seen in the image,ureteral stone perinephric fluid,train,166,OPEN
synpic36987,abnormality,what abnormality is seen in the image,hemiazygous and azygous continuation of the inferior vena cava,train,167,OPEN
synpic37401,abnormality,what is most alarming about this gastrointestinal image,hypertrophic pyloric stenosis,train,168,OPEN
synpic29624,abnormality,what is the primary abnormality in this image,pituitary microadenoma,train,169,OPEN
synpic30372,abnormality,what abnormality is seen in the image,fractures of the base of the fifth metatarsal,train,170,OPEN
synpic19769,abnormality,what is most alarming about this mri,central pontine myelinolysis cpm osmotic myelinolysis,train,171,OPEN
synpic55583,abnormality,what is abnormal in the mri,venous infarction,train,172,OPEN
synpic45870,abnormality,what abnormality is seen in the image,dermoid cyst nasofrontal with remnant tract to skin surface .,train,173,OPEN
synpic31260,abnormality,what is abnormal in the x-ray,non-small cell lung cancer,train,24,OPEN
synpic10588,abnormality,what is the primary abnormality in this image,diffuse cerebral edema - mimic of sah,train,174,OPEN
synpic55928,abnormality,what is most alarming about this ct scan,bilateral carotid body tumors,train,175,OPEN
synpic33574,abnormality,what is abnormal in the ct scan,diverticulitis,train,32,OPEN
synpic19753,abnormality,what is the primary abnormality in this image,bucket handle meniscal tear of the knee,train,176,OPEN
synpic37692,abnormality,what is abnormal in the mri,glioblastoma multiforme,train,67,OPEN
synpic34500,abnormality,what is abnormal in the ct scan,diffuse cerebral edema swelling,train,177,OPEN
synpic58652,abnormality,what is the primary abnormality in this image,fibrosarcoma,train,178,OPEN
synpic40568,abnormality,what abnormality is seen in the image,spinal cord lipoma,train,179,OPEN
synpic13036,abnormality,what is most alarming about this ct scan,esophageal b-cell lymphoma,train,14,OPEN
synpic18810,abnormality,what is abnormal in the ct scan,liver hemangioma,train,83,OPEN
synpic47344,abnormality,is the mri normal,no,train,125,CLOSED
synpic51700,abnormality,what is most alarming about this mri,rathke cleft cyst,train,180,OPEN
synpic58469,abnormality,what is the primary abnormality in this image,glioblastoma multiforme,train,67,OPEN
synpic47722,abnormality,what abnormality is seen in the image,angiosarcoma,train,181,OPEN
synpic51715,abnormality,is the mri normal,no,train,125,CLOSED
synpic600,abnormality,what is most alarming about this mri,neurofibromatosis-1 nf1 nf-1,train,182,OPEN
synpic39220,abnormality,what abnormality is seen in the image,diffuse esophageal spasm,train,183,OPEN
synpic59403,abnormality,what is the primary abnormality in this image,osteosarcoma,train,184,OPEN
synpic29038,abnormality,what abnormality is seen in the image,myxopapillary ependymoma .,train,185,OPEN
synpic8622,abnormality,what is the primary abnormality in this image,focal nodular hyperplasia,train,186,OPEN
synpic29835,abnormality,what is the primary abnormality in this image,acute appendicitis,train,63,OPEN
synpic28664,abnormality,what is the primary abnormality in this image,spigelian hernia,train,187,OPEN
synpic43453,abnormality,what is the primary abnormality in this image,poorly differentiated non-small cell lung carcinoma,train,188,OPEN
synpic16805,abnormality,what abnormality is seen in the image,thromboembolic stroke,train,189,OPEN
synpic42789,abnormality,what is abnormal in the mri,cystic meningioma atypical,train,190,OPEN
synpic43617,abnormality,what is most alarming about this ct scan,crossed fused ectopia,train,191,OPEN
synpic57273,abnormality,what is most alarming about this mri,dural sinus thrombosis,train,52,OPEN
synpic43471,abnormality,what is abnormal in the x-ray,supracondylar fracture,train,192,OPEN
synpic29733,abnormality,what is the primary abnormality in this image,splenosis,train,193,OPEN
synpic26978,abnormality,what is most alarming about this mammograph,invasive lobular carcinoma,train,194,OPEN
synpic50065,abnormality,what is abnormal in the x-ray,cleidocranial dysostosis/dysplasia,train,195,OPEN
synpic46599,abnormality,what abnormality is seen in the image,achalasia,train,196,OPEN
synpic19978,abnormality,what abnormality is seen in the image,adenocarcinoma of the esophagus,train,26,OPEN
synpic30387,abnormality,what is the primary abnormality in this image,acute cerebral infarction value of noncontrast ct,train,197,OPEN
synpic50837,abnormality,what is abnormal in the ct scan,c-spine fracture,train,198,OPEN
synpic16091,abnormality,what abnormality is seen in the image,endometrial atrophy with polyp,train,199,OPEN
synpic29456,abnormality,what is the primary abnormality in this image,schwannoma,train,139,OPEN
synpic33843,abnormality,what abnormality is seen in the image,pancreatic adenocarcinoma,train,200,OPEN
synpic34059,abnormality,what is abnormal in the ultrasound,acute appendicitis,train,63,OPEN
synpic38319,abnormality,what is the primary abnormality in this image,persistent left svc,train,6,OPEN
synpic27745,abnormality,what is abnormal in the ct scan,skull cap in anterior abdominal wall,train,201,OPEN
synpic37466,abnormality,what abnormality is seen in the image,dieulafoy's lesion an angiographic finding of a gastric avm,train,202,OPEN
synpic20753,abnormality,what is abnormal in the angiogram,meningioma,train,137,OPEN
synpic25386,abnormality,what is most alarming about this ct scan,schizencephaly,train,203,OPEN
synpic25380,abnormality,what abnormality is seen in the image,non-hodgkin’s lymphoma staging stage i nhl,train,204,OPEN
synpic37868,abnormality,what is the primary abnormality in this image,chiari 3 malformation cervical-occipital encephalocele,train,205,OPEN
synpic32612,abnormality,what is the primary abnormality in this image,duplicated renal collecting system,train,206,OPEN
synpic42986,abnormality,what is abnormal in the ultrasound,emphysematous cholecystitis,train,121,OPEN
synpic22575,abnormality,what is most alarming about this x-ray,bacterial pneumonia,train,207,OPEN
synpic36927,abnormality,what abnormality is seen in the image,agenesis of the corpus callosum heterotopic subependymal grey matter,train,208,OPEN
synpic10769,abnormality,what is abnormal in the mri,dnet dysembryoplastic neuroepithelial tumor,train,209,OPEN
synpic34972,abnormality,what is abnormal in the mri,leigh's disease subacute necrotizing encephalopathy .,train,210,OPEN
synpic19528,abnormality,what is most alarming about this ct scan,histoplasmosis,train,211,OPEN
synpic29691,abnormality,what abnormality is seen in the image,postcatheterization pseudoaneurysm,train,212,OPEN
synpic58492,abnormality,what is abnormal in the mri,glioblastoma multiforme,train,67,OPEN
synpic58841,abnormality,what is the primary abnormality in this image,acute dural venous sinus thrombosis dvst secondary temporal lobe venous hemorrhagic infarction,train,40,OPEN
synpic40816,abnormality,what is the primary abnormality in this image,metastatic disease from colonic carcinoma,train,213,OPEN
synpic56011,abnormality,what is abnormal in the mri,metastatic bronchogenic carcinoma,train,108,OPEN
synpic50546,abnormality,what is abnormal in the mri,basilar artery thrombosis cerebral infarction,train,214,OPEN
synpic43797,abnormality,what is the primary abnormality in this image,bicuspid aortic valve,train,215,OPEN
synpic36191,abnormality,what is most alarming about this ct scan,kyphoplasty cement leak,train,216,OPEN
synpic40281,abnormality,what abnormality is seen in the image,colon adenocarcinoma,train,217,OPEN
synpic57639,abnormality,what abnormality is seen in the image,schwannoma,train,139,OPEN
synpic53973,abnormality,what is abnormal in the mri,vasculitis vasculitides,train,218,OPEN
synpic23091,abnormality,what abnormality is seen in the image,acromioclavicular joint separation grade iii,train,132,OPEN
synpic22647,abnormality,what abnormality is seen in the image,dermoid cyst cystic teratoma,train,219,OPEN
synpic19826,abnormality,what is abnormal in the ct scan,hereditary nonpolyposis colon cancer,train,220,OPEN
synpic36774,abnormality,what is the primary abnormality in this image,leptomeningeal carcinomatosis,train,221,OPEN
synpic15171,abnormality,what is abnormal in the x-ray,pulmonary embolism,train,111,OPEN
synpic30700,abnormality,what is most alarming about this ct scan,glioblastoma multiforme,train,67,OPEN
synpic37748,abnormality,what is the primary abnormality in this image,pleomorphic adenoma,train,222,OPEN
synpic25424,abnormality,what is the primary abnormality in this image,aberrant right subclavian artery arsa,train,223,OPEN
synpic31745,abnormality,what abnormality is seen in the image,hematometrocolpos,train,224,OPEN
synpic41916,abnormality,what abnormality is seen in the image,pilomyxoid astrocytoma pma who grade 2,train,225,OPEN
synpic38717,abnormality,what abnormality is seen in the image,acute pediatric osteomyelitis,train,226,OPEN
synpic45921,abnormality,what is most alarming about this ct scan,chordoma,train,227,OPEN
synpic25331,abnormality,what is abnormal in the ct scan,neurosarcoid cns sarcoid,train,155,OPEN
synpic30992,abnormality,what is most alarming about this x-ray,calcium pyrophosphate dihydrate cppd crystal deposition disease,train,228,OPEN
synpic15795,abnormality,what abnormality is seen in the image,glioblastoma,train,229,OPEN
synpic19600,abnormality,what is abnormal in the mri,t-99m hdp and subacute osteomyelitis,train,230,OPEN
synpic33504,abnormality,what abnormality is seen in the image,facial trauma s/p mva,train,231,OPEN
synpic49033,abnormality,what is abnormal in the x-ray,ballistic fragment in the psoas muscle,train,232,OPEN
synpic55723,abnormality,what is most alarming about this mri,vestibular schwannoma,train,119,OPEN
synpic50742,abnormality,what abnormality is seen in the image,visual fields differential diagnosis,train,233,OPEN
synpic31251,abnormality,what is the primary abnormality in this image,round atelectasis,train,234,OPEN
synpic37394,abnormality,what is abnormal in the ultrasound,embryonal carcinoma,train,235,OPEN
synpic28305,abnormality,what is the primary abnormality in this image,femoral pseudoaneurysms,train,236,OPEN
synpic57196,abnormality,what is abnormal in the mri,tuberous sclerosis,train,146,OPEN
synpic52990,abnormality,what is the primary abnormality in this image,early onset breast cancer,train,237,OPEN
synpic34859,abnormality,what abnormality is seen in the image,paradoxic embolization patent foramen ovale cerebral infarction,train,114,OPEN
synpic9634,abnormality,what is the primary abnormality in this image,pancreatic carcinoma,train,238,OPEN
synpic38753,abnormality,what abnormality is seen in the image,testicular microlithiasis,train,239,OPEN
synpic39552,abnormality,what abnormality is seen in the image,herpes encephalitis,train,240,OPEN
synpic28967,abnormality,what abnormality is seen in the image,pneumatocele,train,241,OPEN
synpic23691,abnormality,what is abnormal in the mri,acute disseminated encephalomyelitis adem,train,105,OPEN
synpic27259,abnormality,what is abnormal in the ct scan,fibrous dysplasia,train,242,OPEN
synpic47203,abnormality,what is the primary abnormality in this image,adenocarcinoma of the lung,train,243,OPEN
synpic20793,abnormality,what is the primary abnormality in this image,tuberous sclerosis,train,146,OPEN
synpic28718,abnormality,what is abnormal in the ct scan,abdominal abscess,train,244,OPEN
synpic17361,abnormality,what is the primary abnormality in this image,blount's disease,train,245,OPEN
synpic42284,abnormality,what abnormality is seen in the image,epidermoid cyst,train,246,OPEN
synpic55469,abnormality,what is abnormal in the ct scan,ankylosing spondylitis,train,15,OPEN
synpic14610,abnormality,what abnormality is seen in the image,multiple c1 fractures,train,247,OPEN
synpic48406,abnormality,what abnormality is seen in the image,ventriculus terminalis,train,248,OPEN
synpic51867,abnormality,what is abnormal in the ct scan,orbital cellulitis,train,249,OPEN
synpic31737,abnormality,what abnormality is seen in the image,talocalcaneal coalition,train,250,OPEN
synpic49809,abnormality,what abnormality is seen in the image,cerebral infarction,train,70,OPEN
synpic47620,abnormality,what abnormality is seen in the image,choroid plexus papilloma,train,251,OPEN
synpic34806,abnormality,what is the primary abnormality in this image,toxoplasmosis,train,252,OPEN
synpic35603,abnormality,what abnormality is seen in the image,tuberous sclerosis,train,146,OPEN
synpic22237,abnormality,what is abnormal in the ct scan,blowout fracture of orbit,train,253,OPEN
synpic56281,abnormality,what is abnormal in the x-ray,adenocarcinoma of the lung,train,243,OPEN
synpic55594,abnormality,what abnormality is seen in the image,venous infarction,train,172,OPEN
synpic51335,abnormality,what abnormality is seen in the image,trigeminal schwannoma cn v,train,254,OPEN
synpic45158,abnormality,what is abnormal in the mri,glioblastoma multiforme and gliomatosis cerebri,train,255,OPEN
synpic27139,abnormality,what is abnormal in the x-ray,transscaphoid-transtriquetrial perilunate fracture dislocation,train,256,OPEN
synpic33910,abnormality,what is the primary abnormality in this image,meningioma,train,137,OPEN
synpic33342,abnormality,what is abnormal in the ct scan,subcutaneous abscess,train,257,OPEN
synpic55480,abnormality,what is abnormal in the ct scan,ankylosing spondylitis,train,15,OPEN
